"FileName="BV_TWEM_20220531_1514
"FileDate="20220531
"FileTime="15:14
"FileExpiration="20220601 15:14
"FileSequence=458"
"DataDelimiter= ,"

TRADE DATE EXECUTION TIME,PUBLICATION DATE,VENUE OF EXECUTION,INSTRUMENT ID TYPE,ISIN,PRICE,MONE,PERC,YIEL,BAPO,PRICE NOTATION,PRICE CURRENCY,QUANTITY,QUANTITY TYPE,QUANTITY IN MEASUREMENT UNIT,QUANTITY NOTATION MEASUREMENT UNIT,NOTIONAL AMOUNT,NOTIONAL CURRENCY,EMISSION ALLOWANCE TYPE,PUBLICATION ID,ORGINAL ID,TRANSACTION TO BE CLEARED,TRANSCATION COUNT,FLAGS,SUPPLEMENTARY DEFERRAL FLAGS,NO SUBMITTED TRANS (TPCC),SUBMITTED NOTIONAL (TPCC),SUBMITTED NOTIONAL 2 (TPCC),NOTIONAL CURRENCY 2 (TPCC),NO TERMINATED/REDUCED TRANS (TPCC),TERMINATED/REDUCED NOTIONAL (TPCC),TERMINATED/REDUCED NOTIONAL 2 (TPCC),REPLACEMENT NOTIONAL (TPCC),REPLACEMENT NOTIONAL 2 (TPCC),SUB ASSET CLASSES (TPCC),REPLACEMENT SUB ASSET CLASSES (TPCC),REPLACEMENT CURRENCIES (TPCC),NO REPLACEMENT TRANS (TPCC)
2022-05-31T15:15:22.572Z,2022-05-31 15:15:33,TWEM,ISIN,FR0010773192,138.124,,,,,PERC,EUR,19000,Units,0,,19000,EUR,,'3605455857640283452,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.261Z,2022-05-31 15:15:33,TWEM,ISIN,NL0011220108,98.496,,,,,PERC,EUR,59000,Units,0,,59000,EUR,,'3605455857640283453,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.230Z,2022-05-31 15:15:33,TWEM,ISIN,NL0015031501,95.653,,,,,PERC,EUR,45000,Units,0,,45000,EUR,,'3605455857640283454,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.199Z,2022-05-31 15:15:34,TWEM,ISIN,BE0000334434,100.081,,,,,PERC,EUR,785000,Units,0,,785000,EUR,,'3605455857640283455,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.604Z,2022-05-31 15:15:34,TWEM,ISIN,IT0004644735,109.547,,,,,PERC,EUR,65000,Units,0,,65000,EUR,,'3605455857640283456,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.134Z,2022-05-31 15:15:34,TWEM,ISIN,DE0001102549,83.405,,,,,PERC,EUR,108000,Units,0,,108000,EUR,,'3605455857640283457,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.512Z,2022-05-31 15:15:34,TWEM,ISIN,DE0001030583,114.642,,,,,PERC,EUR,1758000,Units,0,,1758000,EUR,,'3605455857640283458,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.657Z,2022-05-31 15:15:34,TWEM,ISIN,IT0005436693,80.603,,,,,PERC,EUR,285000,Units,0,,285000,EUR,,'3605455857640283459,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.350Z,2022-05-31 15:15:34,TWEM,ISIN,DE0001102515,84.811,,,,,PERC,EUR,8000,Units,0,,8000,EUR,,'3605455857640283460,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.614Z,2022-05-31 15:15:34,TWEM,ISIN,DE0001030724,68.715,,,,,PERC,EUR,5000,Units,0,,5000,EUR,,'3605455857640283461,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.813Z,2022-05-31 15:15:34,TWEM,ISIN,ES0000012A89,99.457,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283462,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.646Z,2022-05-31 15:15:34,TWEM,ISIN,NL0009446418,134.684,,,,,PERC,EUR,8000,Units,0,,8000,EUR,,'3605455857640283463,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.586Z,2022-05-31 15:15:34,TWEM,ISIN,NL0011220108,98.518,,,,,PERC,EUR,327000,Units,0,,327000,EUR,,'3605455857640283464,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.329Z,2022-05-31 15:15:34,TWEM,ISIN,AT0000A2CQD2,89.362,,,,,PERC,EUR,19000,Units,0,,19000,EUR,,'3605455857640283465,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.163Z,2022-05-31 15:15:34,TWEM,ISIN,IT0005090318,99.422,,,,,PERC,EUR,58000,Units,0,,58000,EUR,,'3605455857640283466,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.636Z,2022-05-31 15:15:34,TWEM,ISIN,NL0010721999,123.788,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283467,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.646Z,2022-05-31 15:15:34,TWEM,ISIN,DE0001141802,98.768,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283468,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.304Z,2022-05-31 15:15:34,TWEM,ISIN,NL0015000LS8,92.515,,,,,PERC,EUR,11000,Units,0,,11000,EUR,,'3605455857640283469,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.645Z,2022-05-31 15:15:34,TWEM,ISIN,AT0000A1K9F1,92.312,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283470,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.610Z,2022-05-31 15:15:34,TWEM,ISIN,PTOTEOOE0033,84.575,,,,,PERC,EUR,104000,Units,0,,104000,EUR,,'3605455857640283471,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.732Z,2022-05-31 15:15:34,TWEM,ISIN,IT0005162828,89.077,,,,,PERC,EUR,8000,Units,0,,8000,EUR,,'3605455857640283472,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.787Z,2022-05-31 15:15:34,TWEM,ISIN,FR0013407236,94.772,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283473,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.425Z,2022-05-31 15:15:34,TWEM,ISIN,BE0000347568,97.3,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640283474,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.219Z,2022-05-31 15:15:34,TWEM,ISIN,AT0000A1K9C8,98.887,,,,,PERC,EUR,44000,Units,0,,44000,EUR,,'3605455857640283475,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.717Z,2022-05-31 15:15:35,TWEM,ISIN,FR0013480613,68.835,,,,,PERC,EUR,323000,Units,0,,323000,EUR,,'3605455857640283476,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.177Z,2022-05-31 15:15:35,TWEM,ISIN,DE0001141828,97.874,,,,,PERC,EUR,73000,Units,0,,73000,EUR,,'3605455857640283477,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.706Z,2022-05-31 15:15:35,TWEM,ISIN,NL0015031501,95.687,,,,,PERC,EUR,263000,Units,0,,263000,EUR,,'3605455857640283478,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.639Z,2022-05-31 15:15:35,TWEM,ISIN,IT0005217390,84.457,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283479,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.837Z,2022-05-31 15:15:35,TWEM,ISIN,FR0011317783,108.611,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283480,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:22.718Z,2022-05-31 15:15:35,TWEM,ISIN,IT0005482994,90.682,,,,,PERC,EUR,2913000,Units,0,,2913000,EUR,,'3605455857640283481,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.201Z,2022-05-31 15:15:35,TWEM,ISIN,DE0001141844,96.67,,,,,PERC,EUR,70000,Units,0,,70000,EUR,,'3605455857640283482,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.880Z,2022-05-31 15:15:35,TWEM,ISIN,FR0011461037,121.244,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283483,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.600Z,2022-05-31 15:15:35,TWEM,ISIN,FR0010870956,144.502,,,,,PERC,EUR,176000,Units,0,,176000,EUR,,'3605455857640283484,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.111Z,2022-05-31 15:15:36,TWEM,ISIN,IT0005210650,96.356,,,,,PERC,EUR,30000,Units,0,,30000,EUR,,'3605455857640283485,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.191Z,2022-05-31 15:15:36,TWEM,ISIN,IT0005454241,91.704,,,,,PERC,EUR,50000,Units,0,,50000,EUR,,'3605455857640283486,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.264Z,2022-05-31 15:15:36,TWEM,ISIN,AT0000A04967,130.202,,,,,PERC,EUR,20000,Units,0,,20000,EUR,,'3605455857640283487,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.993Z,2022-05-31 15:15:36,TWEM,ISIN,ES00000128C6,103.05,,,,,PERC,EUR,1000,Units,0,,1000,EUR,,'3605455857640283488,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.943Z,2022-05-31 15:15:36,TWEM,ISIN,FR0013234333,97.652,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283489,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.232Z,2022-05-31 15:15:36,TWEM,ISIN,ES00000123C7,118.619,,,,,PERC,EUR,68000,Units,0,,68000,EUR,,'3605455857640283490,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.853Z,2022-05-31 15:15:36,TWEM,ISIN,IT0005493298,97.9,,,,,PERC,EUR,965000,Units,0,,965000,EUR,,'3605455857640283491,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.967Z,2022-05-31 15:15:36,TWEM,ISIN,IT0005454050,98.336,,,,,PERC,EUR,1000,Units,0,,1000,EUR,,'3605455857640283492,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.266Z,2022-05-31 15:15:36,TWEM,ISIN,FR0013131877,98.224,,,,,PERC,EUR,139000,Units,0,,139000,EUR,,'3605455857640283493,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.597Z,2022-05-31 15:15:36,TWEM,ISIN,IT0005496770,98.97,,,,,PERC,EUR,194000,Units,0,,194000,EUR,,'3605455857640283494,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.435Z,2022-05-31 15:15:36,TWEM,ISIN,AT0000A269M8,94.621,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640283495,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.613Z,2022-05-31 15:15:36,TWEM,ISIN,DE0001030708,92.259,,,,,PERC,EUR,112000,Units,0,,112000,EUR,,'3605455857640283496,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.917Z,2022-05-31 15:15:36,TWEM,ISIN,FR0012517027,99.238,,,,,PERC,EUR,22000,Units,0,,22000,EUR,,'3605455857640283497,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.935Z,2022-05-31 15:15:36,TWEM,ISIN,IT0001444378,124.182,,,,,PERC,EUR,23000,Units,0,,23000,EUR,,'3605455857640283498,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.956Z,2022-05-31 15:15:36,TWEM,ISIN,FR0013404969,86.584,,,,,PERC,EUR,16000,Units,0,,16000,EUR,,'3605455857640283499,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.932Z,2022-05-31 15:15:36,TWEM,ISIN,FR0013344751,99.26,,,,,PERC,EUR,19000,Units,0,,19000,EUR,,'3605455857640283500,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.981Z,2022-05-31 15:15:36,TWEM,ISIN,IT0005494239,93.787,,,,,PERC,EUR,82000,Units,0,,82000,EUR,,'3605455857640283501,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.182Z,2022-05-31 15:15:36,TWEM,ISIN,PTOTETOE0012,106.631,,,,,PERC,EUR,34000,Units,0,,34000,EUR,,'3605455857640283502,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.161Z,2022-05-31 15:15:36,TWEM,ISIN,PTOTEUOE0019,112.717,,,,,PERC,EUR,29000,Units,0,,29000,EUR,,'3605455857640283503,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.930Z,2022-05-31 15:15:36,TWEM,ISIN,DE0001102523,95.415,,,,,PERC,EUR,1000,Units,0,,1000,EUR,,'3605455857640283504,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.894Z,2022-05-31 15:15:36,TWEM,ISIN,DE0001135481,122.761,,,,,PERC,EUR,7000,Units,0,,7000,EUR,,'3605455857640283505,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:23.970Z,2022-05-31 15:15:36,TWEM,ISIN,FR0013154028,87.222,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283506,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.608Z,2022-05-31 15:15:36,TWEM,ISIN,BE0000353624,50.953,,,,,PERC,EUR,3000,Units,0,,3000,EUR,,'3605455857640283507,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.630Z,2022-05-31 15:15:37,TWEM,ISIN,FR0011461037,121.238,,,,,PERC,EUR,14000,Units,0,,14000,EUR,,'3605455857640283508,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.257Z,2022-05-31 15:15:38,TWEM,ISIN,ES00000127G9,103.339,,,,,PERC,EUR,72000,Units,0,,72000,EUR,,'3605455857640283509,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.178Z,2022-05-31 15:15:38,TWEM,ISIN,ES00000122E5,110.954,,,,,PERC,EUR,67000,Units,0,,67000,EUR,,'3605455857640283510,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.646Z,2022-05-31 15:15:38,TWEM,ISIN,BE0000340498,94.864,,,,,PERC,EUR,312000,Units,0,,312000,EUR,,'3605455857640283511,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.594Z,2022-05-31 15:15:38,TWEM,ISIN,IT0005496770,98.97,,,,,PERC,EUR,102000,Units,0,,102000,EUR,,'3605455857640283512,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.786Z,2022-05-31 15:15:38,TWEM,ISIN,ES0000012B47,98.73,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283513,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.856Z,2022-05-31 15:15:38,TWEM,ISIN,DE0001135226,140.267,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640283514,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.761Z,2022-05-31 15:15:38,TWEM,ISIN,FR001400AIN5,97.514,,,,,PERC,EUR,118000,Units,0,,118000,EUR,,'3605455857640283515,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.899Z,2022-05-31 15:15:38,TWEM,ISIN,NL0010733424,103.172,,,,,PERC,EUR,19000,Units,0,,19000,EUR,,'3605455857640283516,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.819Z,2022-05-31 15:15:38,TWEM,ISIN,BE0000355645,79.72,,,,,PERC,EUR,22000,Units,0,,22000,EUR,,'3605455857640283517,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.872Z,2022-05-31 15:15:38,TWEM,ISIN,DE0001102333,102.481,,,,,PERC,EUR,12000,Units,0,,12000,EUR,,'3605455857640283518,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.908Z,2022-05-31 15:15:38,TWEM,ISIN,IT0005436693,80.598,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283519,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.805Z,2022-05-31 15:15:38,TWEM,ISIN,BE0000332412,104.288,,,,,PERC,EUR,1000,Units,0,,1000,EUR,,'3605455857640283520,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.204Z,2022-05-31 15:15:38,TWEM,ISIN,DE0001102416,97.535,,,,,PERC,EUR,88000,Units,0,,88000,EUR,,'3605455857640283521,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.231Z,2022-05-31 15:15:38,TWEM,ISIN,NL0011819040,98.529,,,,,PERC,EUR,56000,Units,0,,56000,EUR,,'3605455857640283522,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.279Z,2022-05-31 15:15:38,TWEM,ISIN,BE0000337460,100.282,,,,,PERC,EUR,49000,Units,0,,49000,EUR,,'3605455857640283523,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:24.897Z,2022-05-31 15:15:38,TWEM,ISIN,DE0001102473,93.353,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283524,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.923Z,2022-05-31 15:15:38,TWEM,ISIN,NL00150006U0,88.928,,,,,PERC,EUR,11000,Units,0,,11000,EUR,,'3605455857640283525,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.976Z,2022-05-31 15:15:38,TWEM,ISIN,AT0000A105W3,102.208,,,,,PERC,EUR,16000,Units,0,,16000,EUR,,'3605455857640283526,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.970Z,2022-05-31 15:15:38,TWEM,ISIN,DE0001102556,94.307,,,,,PERC,EUR,90000,Units,0,,90000,EUR,,'3605455857640283527,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.987Z,2022-05-31 15:15:38,TWEM,ISIN,AT0000A1ZGE4,97.664,,,,,PERC,EUR,13000,Units,0,,13000,EUR,,'3605455857640283528,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.590Z,2022-05-31 15:15:38,TWEM,ISIN,IT0005273013,100.825,,,,,PERC,EUR,797000,Units,0,,797000,EUR,,'3605455857640283529,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.953Z,2022-05-31 15:15:38,TWEM,ISIN,FR0000187635,139.45,,,,,PERC,EUR,16000,Units,0,,16000,EUR,,'3605455857640283530,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.329Z,2022-05-31 15:15:38,TWEM,ISIN,IE00B4TV0D44,113.101,,,,,PERC,EUR,1000,Units,0,,1000,EUR,,'3605455857640283531,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.585Z,2022-05-31 15:15:38,TWEM,ISIN,FI4000523238,98.175,,,,,PERC,EUR,181000,Units,0,,181000,EUR,,'3605455857640283532,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.615Z,2022-05-31 15:15:38,TWEM,ISIN,ES0000012K53,93.285,,,,,PERC,EUR,861000,Units,0,,861000,EUR,,'3605455857640283533,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.679Z,2022-05-31 15:15:38,TWEM,ISIN,FR0013257524,97.551,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283534,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.602Z,2022-05-31 15:15:38,TWEM,ISIN,IT0005480980,75.183,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283535,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.691Z,2022-05-31 15:15:39,TWEM,ISIN,DE0001135366,154.59,,,,,PERC,EUR,1000,Units,0,,1000,EUR,,'3605455857640283536,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.685Z,2022-05-31 15:15:39,TWEM,ISIN,IT0005425233,68.699,,,,,PERC,EUR,8000,Units,0,,8000,EUR,,'3605455857640283537,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.858Z,2022-05-31 15:15:39,TWEM,ISIN,IE00BV8C9B83,97.44,,,,,PERC,EUR,60000,Units,0,,60000,EUR,,'3605455857640283538,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.968Z,2022-05-31 15:15:39,TWEM,ISIN,FR0013480613,68.871,,,,,PERC,EUR,13000,Units,0,,13000,EUR,,'3605455857640283539,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:25.703Z,2022-05-31 15:15:39,TWEM,ISIN,IT0005495731,100.415,,,,,PERC,EUR,77000,Units,0,,77000,EUR,,'3605455857640283540,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.119Z,2022-05-31 15:15:39,TWEM,ISIN,IT0005494239,93.792,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640283541,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.183Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001135069,126.152,,,,,PERC,EUR,63000,Units,0,,63000,EUR,,'3605455857640283542,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.641Z,2022-05-31 15:15:40,TWEM,ISIN,ES0000012H41,84.161,,,,,PERC,EUR,306000,Units,0,,306000,EUR,,'3605455857640283543,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.308Z,2022-05-31 15:15:40,TWEM,ISIN,FR0011883966,108.715,,,,,PERC,EUR,222000,Units,0,,222000,EUR,,'3605455857640283544,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.349Z,2022-05-31 15:15:40,TWEM,ISIN,FR0011982776,115.814,,,,,PERC,EUR,160000,Units,0,,160000,EUR,,'3605455857640283545,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.216Z,2022-05-31 15:15:40,TWEM,ISIN,ES0000012K38,96.552,,,,,PERC,EUR,4751000,Units,0,,4751000,EUR,,'3605455857640283546,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.109Z,2022-05-31 15:15:40,TWEM,ISIN,ES0000012G26,96.391,,,,,PERC,EUR,166000,Units,0,,166000,EUR,,'3605455857640283547,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.588Z,2022-05-31 15:15:40,TWEM,ISIN,BE0000335449,95.445,,,,,PERC,EUR,246000,Units,0,,246000,EUR,,'3605455857640283548,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.329Z,2022-05-31 15:15:40,TWEM,ISIN,FI4000517677,74.549,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283549,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.351Z,2022-05-31 15:15:40,TWEM,ISIN,FR0014001NN8,48.473,,,,,PERC,EUR,6000,Units,0,,6000,EUR,,'3605455857640283550,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.005Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001102390,99.344,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283551,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.003Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001141836,97.337,,,,,PERC,EUR,73000,Units,0,,73000,EUR,,'3605455857640283552,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.076Z,2022-05-31 15:15:40,TWEM,ISIN,IT0001174611,121.705,,,,,PERC,EUR,101000,Units,0,,101000,EUR,,'3605455857640283553,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.616Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001102432,98.222,,,,,PERC,EUR,318000,Units,0,,318000,EUR,,'3605455857640283554,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.054Z,2022-05-31 15:15:40,TWEM,ISIN,IT0001086567,122.175,,,,,PERC,EUR,35000,Units,0,,35000,EUR,,'3605455857640283555,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.593Z,2022-05-31 15:15:40,TWEM,ISIN,IT0005001547,105.259,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283556,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.636Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001141851,96.035,,,,,PERC,EUR,63000,Units,0,,63000,EUR,,'3605455857640283557,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.127Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001102465,95.626,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640283558,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.164Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001102424,98.247,,,,,PERC,EUR,112000,Units,0,,112000,EUR,,'3605455857640283559,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.146Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001102440,97.878,,,,,PERC,EUR,96000,Units,0,,96000,EUR,,'3605455857640283560,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.658Z,2022-05-31 15:15:40,TWEM,ISIN,IT0004923998,121.297,,,,,PERC,EUR,1000,Units,0,,1000,EUR,,'3605455857640283561,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.202Z,2022-05-31 15:15:40,TWEM,ISIN,IT0004889033,113.072,,,,,PERC,EUR,90000,Units,0,,90000,EUR,,'3605455857640283562,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.607Z,2022-05-31 15:15:40,TWEM,ISIN,FR0011619436,103.415,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283563,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.630Z,2022-05-31 15:15:40,TWEM,ISIN,AT0000A1FAP5,101.412,,,,,PERC,EUR,35000,Units,0,,35000,EUR,,'3605455857640283564,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.298Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001102549,83.461,,,,,PERC,EUR,8000,Units,0,,8000,EUR,,'3605455857640283565,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.655Z,2022-05-31 15:15:40,TWEM,ISIN,DE0001102341,124.972,,,,,PERC,EUR,15000,Units,0,,15000,EUR,,'3605455857640283566,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.609Z,2022-05-31 15:15:40,TWEM,ISIN,FR0010773192,138.073,,,,,PERC,EUR,3000,Units,0,,3000,EUR,,'3605455857640283567,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:26.631Z,2022-05-31 15:15:40,TWEM,ISIN,FR0014002JM6,72.396,,,,,PERC,EUR,7000,Units,0,,7000,EUR,,'3605455857640283568,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:27.943Z,2022-05-31 15:15:42,TWEM,ISIN,FR0010070060,134.046,,,,,PERC,EUR,12000,Units,0,,12000,EUR,,'3605455857640283569,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:28.042Z,2022-05-31 15:15:42,TWEM,ISIN,DE0001102416,97.547,,,,,PERC,EUR,414000,Units,0,,414000,EUR,,'3605455857640283570,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:28.101Z,2022-05-31 15:15:42,TWEM,ISIN,FR0011486067,101.58,,,,,PERC,EUR,1120000,Units,0,,1120000,EUR,,'3605455857640283571,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:28.059Z,2022-05-31 15:15:42,TWEM,ISIN,NL0015000B11,77.38,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283572,,N,,,,,,,,,,,,,,,,,
